"date","origin_country","destination_country","product","duration","units","amount"
"2010-02-23","PK","GP","Radicchio",18.86,57,684
"2010-02-23","TF","HK","Parsnips",57.2,56,784
"2010-02-24","-","VC","Eggplant",37.21,42,588
"2010-02-24","MP","RE","Chayote Squash",87.72,74,370
"2010-02-24","AQ","ME","Leafy Greens",75.25,38,494
"2010-02-24","JO","SM","Purple Figs",27.33,79,1185
"2010-02-24","UM","CU","Peaches",42.07,44,396
"2010-02-24","LB","US","Zucchini",69.52,38,380
"2010-02-24","MX","GG","Green Onions",37.77,53,318
"2010-02-25","MH","LR","Kiwifruit",77.49,61,305
"2010-02-25","AS","PN","Arugula",50.41,46,644
"2010-02-27","DM","YT","Mangoes",75.19,82,410
"2010-02-27","RO","GD","Potatoes (White Fleshed)",36.41,81,567
"2010-02-27","KM","AT","White Corn",83.54,14,126
"2010-02-27","ZA","NU","Sugar Snap Peas",6.48,80,800
"2010-02-27","FR","TJ","Green Peppers",70.68,72,1008
"2010-03-01","JP","LR","Peas",26.12,88,1144
"2010-03-01","MX","KI","Cranberries",66.21,81,1053
"2010-03-01","XX","PE","Leeks",56.61,96,1056
"2010-03-01","UA","BT","Limes",41.63,36,180
"2010-03-01","nan","GP","Raspberries",12.21,9,72
"2010-03-01","SE","ST","Red Potatoes",54.13,95,1235
"2010-03-02","PT","SO","Radicchio",96.24,56,504
"2010-03-03","BA","GP","Yellow Beets",4.2,70,910
"2010-03-03","CG","AI","Purple Grapes",68.6,9,126
"2010-03-03","KI","UA","Broccoli",87.77,74,518
"2010-03-04","BO","IE","Plums",29.63,13,195
"2010-03-05","IR","GP","Okra",56.01,4,60
"2010-03-05","VC","ZA","Watermelon",43.17,43,258
"2010-03-06","ML","IR","nan",0.09,69,690
"2010-03-06","SG","HT","Spinach",62.92,43,559
"2010-03-07","NP","KN","Kiwifruit",42.42,38,570
"2010-03-07","DZ","KM","Yellow Pears",17.99,91,637
"2010-03-07","UY","HN","Ginger",95.26,73,1022
"2010-03-08","GF","NG","Jerusalem Artichokes",5.92,44,616
"2010-03-08","FJ","KG","White Nectarines",44.17,38,570
"2010-03-08","CZ","MA","Brown Pears",47.95,18,126
"2010-03-09","SB","ME","Sweet Corn",64.79,36,288
"2010-03-09","MD","PR","Jicama",87.44,79,1027
"2010-03-10","SM","BB","Cantaloupe",91.61,74,370
"2010-03-10","AI","HR","Artichokes",21.68,21,252
"2010-03-10","-","CX","Green Cabbage",75.74,26,130
"2010-03-10","FK","EE","Red Potatoes",31.1,82,1230
"2010-03-12","BM","PL","Snow Peas",70.82,58,638
"2010-03-12","NG","HK","Elderberries",3.52,44,660
"2010-03-13","CK","MF","Broccoli Rabe",72.65,97,1164
"2010-03-13","LA","TJ","Black Olives",64.26,71,639
"2010-03-13","GE","VG","White Peaches",96.89,49,686
"2010-03-13","LT","EC","Okra",8.81,97,873
"2010-03-13","TT","SL","Purple Grapes",60.11,94,940
"2010-03-13","EG","MK","Kohlrabi",64.04,60,600
"2010-03-14","NP","DM","Green Peppers",87.75,85,595
"2010-03-14","AE","LK","Carrots",77.87,92,1380
"2010-03-14","TK","-","Purple Peppers",54.45,47,235
"2010-03-15","AR","IE","Carrots",32.61,91,910
"2010-03-15","GT","HM","Cherries",93.17,72,576
"2010-03-16","GN","ST","Sugar Snap Peas",27.4,89,534
"2010-03-17","AT","VC","Mangoes",17.95,73,584
"2010-03-17","GD","IS","Strawberries",38.41,99,792
"2010-03-18","CH","CC","Papayas",88.85,3,30
"2010-03-18","MR","TT","Butternut Squash",65.77,34,340
"2010-03-18","CH","AW","Elderberries",88.9,60,720
"2010-03-19","RW","FJ","Sweet Potatoes",32.33,68,748
"2010-03-19","KR","TM","Peaches",98.12,66,726
"2010-03-19","LA","TR","Shallots",76.28,66,726
"2010-03-19","MX","TF","Black Currants",86.13,11,99
"2010-03-19","GU","CC","Bananas",58.08,11,88
"2010-03-20","GI","IT","White Nectarines",63.41,34,170
"2010-03-20","ZA","ES","Jerusalem Artichokes",43.18,55,440
"2010-03-20","SL","CC","Grapefruit",83.17,25,200
"2010-03-21","LA","PK","Dried Plums",16.29,27,297
"2010-03-21","PM","GP","Concord Grapes",69.25,19,133
"2010-03-22","SX","BD","Asparagus",79.45,89,1068
"2010-03-23","CG","BZ","Purple Asparagus",34.87,1,12
"2010-03-23","NC","GR","Yellow Watermelon",25.2,6,48
"2010-03-23","PE","FR","Arugula",41.28,96,1440
"2010-03-23","GH","IL","Chayote Squash",95.66,78,780
"2010-03-23","DM","CU","Yellow Winter Squash",30.83,23,230
"2010-03-24","AQ","EE","Chayote Squash",68.3,30,360
"2010-03-24","BE","AU","Yellow Figs",93.28,8,48
"2010-03-25","US","GL","Blackberries",62.05,10,100
"2010-03-25","TN","GU","Broccoli",18.7,83,664
"2010-03-25","FK","AE","Lettuce",17.93,32,352
"2010-03-25","GL","IL","Green Peppers",13.53,79,1185
"2010-03-26","RE","MA","Kiwifruit",7.56,14,210
"2010-03-26","KY","SH","Sweet Corn",48.63,47,329
"2010-03-26","JP","DZ","Peas",64.73,89,1246
"2010-03-26","NU","CK","Beets",74.48,82,984
"2010-03-27","LI","VG","Garlic",35.49,75,675
"2010-03-27","NO","SL","Purple Cabbage",27.62,62,682
"2010-03-28","KH","SE","Purple Belgian Endive",35.15,59,472
"2010-03-29","GS","CW","Red Potatoes",13.81,16,224
"2010-03-29","GD","KI","Turnips",51.82,99,792
"2010-03-30","IE","AX","Purple Figs",72.22,15,90
"2010-03-30","BH","VC","Purple Peppers",26.2,22,286
"2010-03-30","JP","HR","Purple Belgian Endive",25.72,21,252
"2010-03-31","TZ","CG","Dates",22.79,31,434
"2010-03-31","ET","GF","Raisins",57.02,13,65
"2010-04-01","CU","HN","Tangerines",13.13,95,1330
"2010-04-02","UY","AQ","Cucumbers",33.01,78,858
"2010-04-03","CY","CO","Elderberries",20.52,22,132
"2010-04-03","EC","SZ","Dried Plums",79.67,5,65
"2010-04-03","BS","LK","Radishes",64.26,64,512
"2010-04-03","KH","RE","Beets",83.56,46,598
"2010-04-04","GH","GU","Green Peppers",81.02,95,855
"2010-04-05","TM","NI","Sweet Corn",95.56,8,96
"2010-04-06","LC","GG","Peaches",23.47,39,390
"2010-04-06","CG","PE","Purple Asparagus",15.24,41,287
"2010-04-06","SB","FR","Purple Figs",14.87,38,418
"2010-04-06","CV","SX","Asparagus",38.23,72,360
"2010-04-07","CG","TK","Persimmons",32.62,86,1118
"2010-04-07","CH","WF","Red Peppers",65.14,78,1014
"2010-04-07","RE","CC","Oranges",67.73,47,611
"2010-04-08","AL","VC","Cape Gooseberries",46.66,6,72
"2010-04-08","CL","PK","Chayote Squash",94.8,80,640
"2010-04-09","BL","TM","Rutabagas",3.35,83,581
"2010-04-10","SD","HU","Celery",95.64,92,920
"2010-04-10","FI","MX","Broccoli",71.03,82,738
"2010-04-10","GD","ZW","Garlic",29.63,19,228
"2010-04-11","BR","FJ","Grapefruit",34.79,61,854
"2010-04-12","KY","MX","Mangoes",49.97,27,351
"2010-04-12","HN","CL","Artichokes",67.44,57,855
"2010-04-12","VU","KP","Broccoflower",24.6,58,812
"2010-04-12","KR","SX","Arugula",76.0,45,405
"2010-04-13","TT","AL","Arugula",63.54,87,1305
"2010-04-13","VG","BW","Broccoli",2.74,5,40
"2010-04-14","HT","RU","Okra",93.15,96,1152
"2010-04-14","AZ","AI","Sweet Potatoes",15.91,29,319
"2010-04-14","HN","CV","Parsnips",19.13,67,938
"2010-04-14","VE","IQ","White Corn",86.16,95,1045
"2010-04-14","PY","AO","Tangerines",80.01,7,70
"2010-04-15","JP","ID","Turnips",15.84,95,1140
"2010-04-15","KP","RO","Mushrooms",43.63,35,455
"2010-04-15","GS","NP","Sweet Corn",78.56,56,672
"2010-04-16","JM","BZ","Oranges",66.1,39,507
"2010-04-16","EE","LR","nan",78.12,12,168
"2010-04-16","CI","KY","Yellow Peppers",98.88,48,720
"2010-04-16","MR","CX","nan",94.12,44,396
"2010-04-17","ID","JE","Cantaloupe",74.59,61,854
"2010-04-18","MH","CN","Green Apples",56.93,29,174
"2010-04-18","PR","IO","Leeks",72.32,23,230
"2010-04-18","VC","AW","White Nectarines",25.96,42,378
"2010-04-19","CZ","GI","Yellow Pears",0.42,66,462
"2010-04-19","KZ","VE","Avocados",2.97,36,540
"2010-04-19","TG","NZ","Black Currants",93.38,95,1140
"2010-04-19","CV","BF","Endive",50.62,58,638
"2010-04-20","BO","NF","Kiwifruit",87.78,28,252
"2010-04-20","OM","nan","Pink/Red Grapefruit",21.65,55,330
"2010-04-20","EC","NG","Purple Peppers",58.55,63,882
"2010-04-20","CW","AL","Sugar Snap Peas",75.94,37,259
"2010-04-21","TJ","GH","Blood Oranges",85.15,58,696
"2010-04-21","GN","MN","Shallots",49.17,85,1190
"2010-04-21","HK","BR","Avocados",28.64,25,300
"2010-04-21","-","SH","Nectarines",95.53,59,767
"2010-04-21","AT","KW","Green Grapes",21.77,53,636
"2010-04-22","IO","NO","Avocados",37.06,18,108
"2010-04-22","TL","EH","Radishes",25.9,24,168
"2010-04-23","LS","UY","Yellow Apples",34.27,35,175
"2010-04-23","LS","UY","Potatoes (purple fleshed)",69.92,10,100
"2010-04-23","KN","UG","Purple Carrots",27.71,94,1410
"2010-04-23","SB","UZ","Chinese Cabbage",11.83,94,470
"2010-04-24","nan","MY","Green Beans",64.25,95,570
"2010-04-24","LR","RE","Ginger",86.1,55,605
"2010-04-25","UA","GN","Red Onions",67.61,17,204
"2010-04-25","AL","CO","Strawberries",51.99,29,406
"2010-04-25","SI","BR","Potatoes (White Fleshed)",20.12,78,468
"2010-04-25","KE","MD","Strawberries",11.06,13,130
"2010-04-26","MT","DJ","Golden Kiwifruit",50.28,10,80
"2010-04-27","OM","GR","Garlic",37.68,65,325
"2010-04-27","DZ","SX","Purple Belgian Endive",84.8,80,800
"2010-04-28","LY","BG","Peaches",76.77,32,480
"2010-04-28","WS","SB","Purple Figs",24.1,40,240
"2010-04-29","GR","MA","Jerusalem Artichokes",16.51,26,182
"2010-04-30","TO","TD","White Peaches",71.31,1,14
"2010-04-30","PL","KM","Plums",73.83,7,49
"2010-04-30","GP","IQ","Chayote Squash",1.56,35,280
"2010-05-01","MV","SL","Cherries",75.18,12,108
"2010-05-01","KZ","IQ","Black Salsify",91.55,85,850
"2010-05-01","VE","GT","Oranges",63.75,86,688
"2010-05-01","ST","KH","Yellow Potatoes",6.34,42,252
"2010-05-02","BD","HT","Green Peas",11.84,56,504
"2010-05-02","FI","GA","White Corn",4.06,59,767
"2010-05-03","UG","EE","Plums",93.21,97,1164
"2010-05-03","KI","JE","Purple Belgian Endive",30.22,75,525
"2010-05-03","AO","AD","Pink/Red Grapefruit",89.21,2,30
"2010-05-04","TL","WF","Rhubarb",81.88,79,1106
"2010-05-05","ZM","GF","Asparagus",12.47,17,170
"2010-05-06","CH","SB","Ginger",1.24,55,330
"2010-05-06","CR","RE","Cherries",65.13,35,525
"2010-05-06","VC","DK","Watercress",43.33,60,540
"2010-05-07","SO","BA","Brussels Sprouts",57.71,91,1183
"2010-05-07","NR","ST","White Peaches",30.44,29,145
"2010-05-08","UZ","MW","Yellow Beets",24.92,89,1068
"2010-05-08","TT","CF","Purple Belgian Endive",99.99,23,253
"2010-05-08","MN","KZ","Raspberries",94.79,50,300
"2010-05-09","TO","CN","Cherries",63.22,60,420
"2010-05-10","ME","SZ","Purple Peppers",89.18,39,429
"2010-05-11","GR","BG","Purple Cabbage",23.23,50,650
"2010-05-11","PL","TW","Green Apples",60.2,32,480
"2010-05-11","SH","NU","Turnips",64.63,64,960
"2010-05-12","CG","GS","Red Potatoes",96.27,41,451
"2010-05-12","KE","AE","Grapefruit",85.6,80,640
"2010-05-12","MY","KY","Strawberries",20.81,43,602
"2010-05-13","TH","MM","Radicchio",91.86,5,50
"2010-05-14","PY","AT","Purple Carrots",36.3,40,240
"2010-05-14","TC","MN","Brown Pears",58.51,21,126
"2010-05-14","YE","LA","Red Pears",31.18,15,195
"2010-05-14","NO","MS","Green Grapes",6.79,49,686
"2010-05-16","SH","TC","Jicama",72.73,35,175
"2010-05-16","MS","PG","Eggplant",78.97,65,975
"2010-05-16","HM","TG","Rhubarb",47.12,13,182
"2010-05-17","LV","GY","White Peaches",9.57,66,330
"2010-05-17","IE","NL","Turnips",92.17,75,675
"2010-05-17","HK","GG","Brussels Sprouts",73.32,30,180
"2010-05-17","CK","TJ","Grapefruit",66.97,16,160
"2010-05-18","KW","UM","Celery",42.82,88,1144
"2010-05-19","PW","IN","Green Grapes",35.87,20,120
"2010-05-19","ML","KZ","Tomatoes",42.58,65,390
"2010-05-20","BM","JO","Yellow Tomatoes",74.5,96,1056
"2010-05-20","ER","BT","White Nectarines",13.35,72,360
"2010-05-21","BL","ML","Raspberries",2.21,14,210
"2010-05-21","MW","FM","Beets",99.71,20,240
"2010-05-22","GL","VN","Sugar Snap Peas",73.43,7,84
"2010-05-22","LB","BM","Raisins",80.44,40,520
"2010-05-22","SB","MY","Green Apples",84.44,11,165
"2010-05-23","TD","TK","Rhubarb",57.76,53,265
"2010-05-23","MU","CM","Green Onions",7.25,61,366
"2010-05-23","BD","GE","Eggplant",43.16,87,1305
"2010-05-24","ZW","nan","Cranberries",59.08,31,248
"2010-05-24","FM","VA","Green Peas",2.6,99,1287
"2010-05-25","PF","GM","Brown Pears",69.19,64,448
"2010-05-25","VA","GS","Jerusalem Artichokes",91.61,3,33
"2010-05-25","UZ","BJ","Cantaloupe",17.89,62,682
"2010-05-25","TZ","DM","Leeks",11.03,12,84
"2010-05-25","CV","MG","Cauliflower",42.75,59,472
"2010-05-25","KR","PH","Zucchini",25.99,42,378
"2010-05-26","ID","KN","Carrots",77.82,94,1316
"2010-05-26","LY","FJ","Pineapples",67.62,96,480
"2010-05-26","SZ","KM","Tomatoes",41.06,63,756
"2010-05-27","JP","DO","Jicama",41.1,47,470
"2010-05-27","CU","TR","Celery",12.03,27,405
"2010-05-27","TC","LB","Grape Juice (100%)",16.84,49,686
"2010-05-27","KY","CO","Garlic",72.51,89,445
"2010-05-28","KR","YT","Dried Plums",84.1,89,1335
"2010-05-28","BD","LY","Dates",42.79,63,882
"2010-05-29","PL","GI","Yellow Tomatoes",46.45,74,592
"2010-05-30","nan","MF","Radishes",4.15,31,279
"2010-05-30","TF","AE","Blackberries",10.2,65,715
"2010-05-31","LC","FR","Sweet Potatoes",31.45,72,504
"2010-06-01","MA","MA","Limes",10.76,11,77
"2010-06-01","CX","SJ","Endive",63.24,95,1140
"2010-06-03","CR","HT","Red Potatoes",24.21,29,319
"2010-06-03","IT","KZ","Mangoes",1.02,7,98
"2010-06-03","-","MP","Purple Peppers",19.15,12,132
"2010-06-03","TG","SD","Blackberries",93.06,42,546
"2010-06-03","AU","GG","Cape Gooseberries",73.48,12,144
"2010-06-03","TH","CG","Blackberries",19.87,39,585
"2010-06-04","YT","TN","Red Onions",7.38,85,1020
"2010-06-04","MD","IS","Strawberries",85.67,72,792
"2010-06-04","TJ","AE","Brussels Sprouts",54.1,10,130
"2010-06-04","BW","PT","Watermelon",22.92,64,576
"2010-06-05","IM","PN","Peaches",93.69,33,363
"2010-06-05","GB","DZ","Broccoli",59.75,23,138
"2010-06-05","KN","GH","Black Salsify",70.3,47,470
"2010-06-05","AG","VN","Spinach",39.17,79,1106
"2010-06-05","MZ","UM","Artichokes",54.22,18,234
"2010-06-06","TZ","BD","Purple Carrots",2.91,99,792
"2010-06-07","TR","SY","Yellow Pears",86.42,7,42
"2010-06-07","ML","TW","Lemons",94.49,32,224
"2010-06-07","FK","GM","Sweet Corn",51.51,29,348
"2010-06-09","SD","TD","Blackberries",76.12,73,438
"2010-06-09","AW","LB","Pumpkin",30.2,47,423
"2010-06-09","KN","BN","Grapefruit",36.71,93,930
"2010-06-09","nan","HT","Purple Figs",89.66,91,546
"2010-06-09","LR","VE","Lemons",19.97,45,225
"2010-06-10","CI","CL","Eggplant",43.88,51,510
"2010-06-10","UY","CN","Apricots",39.65,56,448
"2010-06-10","KY","LY","Black Currants",9.66,32,288
"2010-06-10","GF","PT","Avocados",94.81,78,1014
"2010-06-10","NU","ZW","Honeydew",58.35,14,168
"2010-06-11","CY","AL","Black Salsify",92.13,15,105
"2010-06-11","LR","GM","Yellow Pears",22.73,1,9
"2010-06-11","AT","VI","Peaches",95.97,38,266
"2010-06-13","NR","BM","Red Potatoes",32.23,26,390
"2010-06-13","AT","PK","Pineapples",92.37,23,115
"2010-06-13","KE","NR","Onions",23.43,80,1040
"2010-06-14","LB","ZW","Green Apples",43.73,87,609
"2010-06-14","JO","MR","Yellow Potatoes",90.01,73,1095
"2010-06-14","GE","HT","Cauliflower",77.62,92,644
"2010-06-15","PM","AD","Purple Asparagus",63.53,86,860
"2010-06-15","HM","DM","Chayote Squash",76.49,4,20
"2010-06-16","LB","MP","Purple Cabbage",15.71,8,104
"2010-06-16","LT","TC","Black Currants",10.61,70,560
"2010-06-16","KZ","CC","Kohlrabi",92.82,85,850
"2010-06-17","TM","GS","Grape Juice (100%)",61.16,99,495
"2010-06-17","IM","CA","Cauliflower",81.45,44,484
"2010-06-17","KY","BF","Nectarines",93.01,69,828
"2010-06-17","PH","MC","Yellow Figs",73.3,15,150
"2010-06-17","MU","IR","Snow Peas",27.84,73,511
"2010-06-18","AM","TO","Purple Belgian Endive",44.11,12,72
"2010-06-20","GM","YT","Potatoes (White Fleshed)",96.73,80,640
"2010-06-20","ET","UY","Pomegranates",77.17,26,130
"2010-06-21","NO","MC","Potatoes (purple fleshed)",55.35,84,1176
"2010-06-21","BZ","DE","White Nectarines",88.99,2,20
"2010-06-21","TZ","MG","Broccoflower",57.65,81,405
"2010-06-21","PE","AX","Persimmons",8.11,70,490
"2010-06-21","BL","GE","Lemons",67.11,89,1157
"2010-06-21","CF","SN","Grape Juice (100%)",9.71,18,144
"2010-06-21","CO","PT","Cranberries",65.16,3,18
"2010-06-22","TV","BW","Yellow Pears",38.93,45,405
"2010-06-22","IO","JM","Persimmons",85.92,10,120
"2010-06-22","GD","GI","Papayas",87.03,70,350
"2010-06-22","DZ","SE","Yellow Pears",57.09,97,873
