date;origin_country;destination_country;product;duration;units;amount
20100124;120;12;71;39.02;87;435
20100124;66;137;27;24.99;49;686
20100125;84;247;73;49.06;32;320
20100125;85;115;97;98.47;40;240
20100125;101;8;22;3.58;52;468
20100126;200;29;7;41.75;82;820
20100127;60;17;75;69.17;29;203
20100127;20;73;87;13.46;59;590
20100128;42;227;0;56.45;52;780
20100128;198;109;68;94.25;99;495
20100129;164;136;17;81.6;49;392
20100129;55;27;68;35.26;4;48
20100129;31;106;84;84.43;1;13
20100130;120;122;52;38.79;50;600
20100130;222;48;39;68.2;76;684
20100130;35;217;81;71.02;72;720
20100131;157;173;119;36.35;28;280
20100131;129;202;118;82.4;51;408
20100201;170;207;99;82.62;62;744
20100201;188;200;61;39.82;49;490
20100201;173;145;46;26.68;51;306
20100204;49;144;5;96.32;66;792
20100204;124;85;98;49.52;2;10
20100204;177;175;54;66.1;80;720
20100204;12;36;74;11.3;36;504
20100205;175;34;99;38.99;19;152
20100205;129;132;56;47.39;55;770
20100206;168;66;43;75.72;56;784
20100206;97;103;84;70.16;70;490
20100206;198;11;32;14.36;8;48
20100206;0;32;9;54.26;14;196
20100207;154;189;108;39.1;91;1001
20100207;111;161;37;40.55;30;420
20100207;123;55;99;8.61;36;252
20100208;224;12;96;3.58;18;180
20100208;174;7;76;25.61;14;154
20100208;171;47;101;39.55;5;35
20100209;98;2;70;50.46;21;189
20100209;115;12;72;64.99;67;737
20100209;154;62;38;45.58;26;312
20100210;77;125;26;63.83;73;584
20100210;142;239;98;66.4;78;624
20100210;41;166;101;88.36;10;100
20100210;62;119;119;28.01;48;480
20100211;224;96;78;29.81;6;36
20100211;180;205;49;0.47;58;870
20100212;238;188;113;52.43;38;190
20100212;58;170;111;72.47;55;715
20100213;214;225;98;73.79;57;855
20100213;13;248;43;20.29;48;480
20100213;87;208;50;55.8;24;312
20100213;232;108;9;87.55;18;216
20100213;134;187;112;23.9;12;180
20100214;107;51;16;38.7;58;870
20100214;98;118;85;32.15;25;250
20100214;191;24;78;82.96;14;140
20100215;107;204;118;31.09;39;351
20100215;120;94;30;10.37;18;216
20100215;155;235;41;20.78;13;130
20100215;41;73;90;89.57;29;377
20100216;112;214;74;76.07;15;180
20100217;125;99;21;88.41;85;680
20100217;180;53;0;49.35;36;504
20100217;130;147;80;84.35;76;912
20100217;114;82;102;42.14;25;125
20100218;131;10;73;8.2;78;1092
20100218;76;224;117;7.44;46;368
20100218;99;0;72;71.19;97;776
20100219;89;71;105;63.6;32;480
20100219;181;158;0;50.22;36;288
20100219;230;156;88;93.94;72;360
20100219;29;52;44;44.44;81;567
20100220;228;42;108;47.04;53;583
20100220;80;125;2;79.42;54;324
20100221;20;172;101;64.84;16;208
20100221;0;149;66;99.88;38;228
20100221;119;193;107;80.47;97;1261
20100221;49;79;74;55.22;39;312
20100222;43;200;68;16.61;97;1261
20100222;80;241;92;66.63;44;220
20100222;144;21;22;75.08;68;340
20100222;214;223;104;83.18;9;63
20100222;25;199;54;26.73;61;671
20100222;62;199;66;0.43;63;819
20100222;24;32;30;50.97;97;776
20100222;136;171;89;62.27;16;112
20100223;121;120;110;5.35;58;754
20100223;133;28;28;15.06;22;286
20100223;102;124;13;18.98;98;686
20100223;36;139;24;35.31;98;1372
20100223;135;195;66;71.95;86;1290
20100223;167;89;15;18.86;57;684
20100223;79;100;63;57.2;56;784
20100224;0;191;116;37.21;42;588
20100224;164;184;86;87.72;74;370
20100224;8;148;89;75.25;38;494
20100224;114;193;108;27.33;79;1185
20100224;235;55;32;42.07;44;396
20100224;124;236;100;69.52;38;380
20100224;143;92;92;37.77;53;318
20100225;138;126;72;77.49;61;305
20100225;4;175;76;50.41;46;644
20100227;62;142;28;75.19;82;410
20100227;181;88;64;36.41;81;567
20100227;49;14;67;83.54;14;126
20100227;206;162;98;6.48;80;800
20100227;76;218;95;70.68;72;1008
20100301;112;126;94;26.12;88;1144
20100301;143;117;4;66.21;81;1053
20100301;0;173;90;56.61;96;1056
20100301;232;25;73;41.63;36;180
20100301;0;89;9;12.21;9;72
20100301;214;194;17;54.13;95;1235
20100302;177;205;15;96.24;56;504
20100303;28;89;38;4.2;70;910
20100303;51;7;109;68.6;9;126
20100303;117;232;79;87.77;74;518
20100304;26;107;110;29.63;13;195
20100305;105;89;93;56.01;4;60
20100305;191;206;11;43.17;43;258
20100306;136;105;0;0.09;69;690
20100306;200;96;97;62.92;43;559
20100307;155;187;72;42.42;38;570
20100307;3;49;33;17.99;91;637
20100307;237;99;57;95.26;73;1022
20100308;77;161;58;5.92;44;616
20100308;74;121;52;44.17;38;570
20100308;58;150;54;47.95;18;126
20100309;204;148;46;64.79;36;288
20100309;145;178;59;87.44;79;1027
20100310;193;19;23;91.61;74;370
20100310;7;54;75;21.68;21;252
20100310;0;46;84;75.74;26;130
20100310;72;69;17;31.1;82;1230
20100312;24;176;96;70.82;58;638
20100312;161;100;106;3.52;44;660
20100313;52;189;80;72.65;97;1164
20100313;122;218;112;64.26;71;639
20100313;82;242;53;96.89;49;686
20100313;129;64;93;8.81;97;873
20100313;225;199;109;60.11;94;940
20100313;65;180;60;64.04;60;600
20100314;155;62;95;87.75;85;595
20100314;233;210;40;77.87;92;1380
20100314;223;0;118;54.45;47;235
20100315;10;107;40;32.61;91;910
20100315;91;97;3;93.17;72;576
20100316;93;194;98;27.4;89;534
20100317;14;191;28;17.95;73;584
20100317;88;102;10;38.41;99;792
20100318;215;47;31;88.85;3;30
20100318;140;225;39;65.77;34;340
20100318;215;12;106;88.9;60;720
20100319;183;74;47;32.33;68;748
20100319;119;228;32;98.12;66;726
20100319;122;227;65;76.28;66;726
20100319;143;79;103;86.13;11;99
20100319;90;47;50;58.08;11;88
20100320;85;110;52;63.41;34;170
20100320;206;209;58;43.18;55;440
20100320;199;47;25;83.17;25;200
20100321;122;167;105;16.29;27;297
20100321;190;89;104;69.25;19;133
20100322;201;18;77;79.45;89;1068
20100323;51;22;113;34.87;1;12
20100323;157;86;37;25.2;6;48
20100323;173;76;76;41.28;96;1440
20100323;84;109;86;95.66;78;780
20100323;62;55;49;30.83;23;230
20100324;8;69;86;68.3;30;360
20100324;21;13;24;93.28;8;48
20100325;236;87;101;62.05;10;100
20100325;226;90;79;18.7;83;664
20100325;72;233;91;17.93;32;352
20100325;87;109;95;13.53;79;1185
20100326;184;150;72;7.56;14;210
20100326;41;186;46;48.63;47;329
20100326;112;3;94;64.73;89;1246
20100326;162;52;12;74.48;82;984
20100327;128;242;56;35.49;75;675
20100327;165;199;114;27.62;62;682
20100328;38;214;117;35.15;59;472
20100329;207;56;17;13.81;16;224
20100329;88;117;66;51.82;99;792
20100330;107;249;108;72.22;15;90
20100330;17;191;118;26.2;22;286
20100330;112;54;117;25.72;21;252
20100331;219;51;51;22.79;31;434
20100331;71;77;111;57.02;13;65
20100401;55;99;36;13.13;95;1330
20100402;237;8;87;33.01;78;858
20100403;57;48;106;20.52;22;132
20100403;64;70;105;79.67;5;65
20100403;16;210;14;64.26;64;512
20100403;38;184;12;83.56;46;598
20100404;84;90;95;81.02;95;855
20100405;228;159;46;95.56;8;96
20100406;188;92;32;23.47;39;390
20100406;51;173;113;15.24;41;287
20100406;204;76;108;14.87;38;418
20100406;37;201;77;38.23;72;360
20100407;51;223;34;32.62;86;1118
20100407;215;244;13;65.14;78;1014
20100407;184;47;30;67.73;47;611
20100408;2;191;22;46.66;6;72
20100408;44;167;86;94.8;80;640
20100409;185;228;44;3.35;83;581
20100410;211;101;85;95.64;92;920
20100410;75;143;79;71.03;82;738
20100410;88;248;56;29.63;19;228
20100411;31;74;25;34.79;61;854
20100412;41;143;28;49.97;27;351
20100412;99;44;75;67.44;57;855
20100412;239;118;78;24.6;58;812
20100412;119;201;76;76.0;45;405
20100413;225;2;76;63.54;87;1305
20100413;242;29;79;2.74;5;40
20100414;96;182;93;93.15;96;1152
20100414;15;7;47;15.91;29;319
20100414;99;37;63;19.13;67;938
20100414;240;106;67;86.16;95;1045
20100414;172;6;36;80.01;7;70
20100415;112;104;66;15.84;95;1140
20100415;118;181;61;43.63;35;455
20100415;207;155;46;78.56;56;672
20100416;111;22;30;66.1;39;507
20100416;69;126;0;78.12;12;168
20100416;59;41;41;98.88;48;720
20100416;140;46;0;94.12;44;396
20100417;104;113;23;74.59;61;854
20100418;138;45;69;56.93;29;174
20100418;178;32;90;72.32;23;230
20100418;191;12;52;25.96;42;378
20100419;58;85;33;0.42;66;462
20100419;115;240;68;2.97;36;540
20100419;222;158;103;93.38;95;1140
20100419;37;35;88;50.62;58;638
20100420;26;163;72;87.78;28;252
20100420;166;0;6;21.65;55;330
20100420;64;161;118;58.55;63;882
20100420;56;2;98;75.94;37;259
20100421;218;84;2;85.15;58;696
20100421;93;147;65;49.17;85;1190
20100421;100;31;68;28.64;25;300
20100421;0;186;29;95.53;59;767
20100421;14;120;70;21.77;53;636
20100422;32;165;68;37.06;18;108
20100422;221;245;14;25.9;24;168
20100423;125;237;20;34.27;35;175
20100423;125;237;119;69.92;10;100
20100423;187;231;115;27.71;94;1410
20100423;204;238;82;11.83;94;470
20100424;0;134;83;64.25;95;570
20100424;126;184;57;86.1;55;605
20100425;232;93;16;67.61;17;204
20100425;2;48;10;51.99;29;406
20100425;203;31;64;20.12;78;468
20100425;116;145;10;11.06;13;130
20100426;137;61;26;50.28;10;80
20100427;166;86;56;37.68;65;325
20100427;3;201;117;84.8;80;800
20100428;127;34;32;76.77;32;480
20100428;192;204;108;24.1;40;240
20100429;86;150;58;16.51;26;182
20100430;224;43;53;71.31;1;14
20100430;176;49;110;73.83;7;49
20100430;89;106;86;1.56;35;280
20100501;135;199;3;75.18;12;108
20100501;115;106;120;91.55;85;850
20100501;240;91;30;63.75;86;688
20100501;194;38;42;6.34;42;252
20100502;18;96;74;11.84;56;504
20100502;75;80;67;4.06;59;767
20100503;231;69;110;93.21;97;1164
20100503;117;113;117;30.22;75;525
20100503;6;5;6;89.21;2;30
20100504;221;244;18;81.88;79;1106
20100505;247;77;77;12.47;17;170
20100506;215;204;57;1.24;55;330
20100506;53;184;3;65.13;35;525
20100506;191;60;99;43.33;60;540
20100507;205;28;81;57.71;91;1183
20100507;154;194;53;30.44;29;145
20100508;238;133;38;24.92;89;1068
20100508;225;42;117;99.99;23;253
20100508;147;115;9;94.79;50;300
20100509;224;45;3;63.22;60;420
20100510;148;70;118;89.18;39;429
20100511;86;34;114;23.23;50;650
20100511;176;217;69;60.2;32;480
20100511;186;162;66;64.63;64;960
20100512;51;207;17;96.27;41;451
20100512;116;233;25;85.6;80;640
20100512;134;41;10;20.81;43;602
20100513;220;152;15;91.86;5;50
20100514;172;14;115;36.3;40;240
20100514;229;147;54;58.51;21;126
20100514;246;122;7;31.18;15;195
20100514;165;149;70;6.79;49;686
20100516;186;229;59;72.73;35;175
20100516;149;171;116;78.97;65;975
20100516;97;222;18;47.12;13;182
20100517;123;95;53;9.57;66;330
20100517;107;156;66;92.17;75;675
20100517;100;92;81;73.32;30;180
20100517;52;218;25;66.97;16;160
20100518;120;235;85;42.82;88;1144
20100519;168;103;70;35.87;20;120
20100519;136;115;19;42.58;65;390
20100520;24;114;48;74.5;96;1056
20100520;68;25;52;13.35;72;360
20100521;185;136;9;2.21;14;210
20100521;133;144;12;99.71;20;240
20100522;87;241;98;73.43;7;84
20100522;124;24;111;80.44;40;520
20100522;204;134;69;84.44;11;165
20100523;43;223;18;57.76;53;265
20100523;141;39;92;7.25;61;366
20100523;18;82;116;43.16;87;1305
20100524;248;0;4;59.08;31;248
20100524;144;98;74;2.6;99;1287
20100525;78;81;54;69.19;64;448
20100525;98;207;58;91.61;3;33
20100525;238;23;23;17.89;62;682
20100525;219;62;90;11.03;12;84
20100525;37;132;55;42.75;59;472
20100525;119;174;100;25.99;42;378
20100526;104;187;40;77.82;94;1316
20100526;127;74;35;67.62;96;480
20100526;70;49;19;41.06;63;756
20100527;112;63;59;41.1;47;470
20100527;55;227;85;12.03;27;405
20100527;229;124;107;16.84;49;686
20100527;41;48;56;72.51;89;445
20100528;119;142;105;84.1;89;1335
20100528;18;127;51;42.79;63;882
20100529;176;85;48;46.45;74;592
20100530;0;189;14;4.15;31;279
20100530;79;233;101;10.2;65;715
20100531;188;76;47;31.45;72;504
20100601;150;150;73;10.76;11;77
20100601;46;213;88;63.24;95;1140
20100603;53;96;17;24.21;29;319
20100603;110;115;28;1.02;7;98
20100603;0;164;118;19.15;12;132
20100603;222;211;101;93.06;42;546
20100603;13;92;22;73.48;12;144
20100603;220;51;101;19.87;39;585
20100604;142;226;16;7.38;85;1020
20100604;145;102;10;85.67;72;792
20100604;218;233;81;54.1;10;130
20100604;29;177;11;22.92;64;576
20100605;108;175;32;93.69;33;363
20100605;234;3;79;59.75;23;138
20100605;187;84;120;70.3;47;470
20100605;9;241;97;39.17;79;1106
20100605;151;235;75;54.22;18;234
20100606;219;18;115;2.91;99;792
20100607;227;216;33;86.42;7;42
20100607;136;217;27;94.49;32;224
20100607;72;81;46;51.51;29;348
20100609;211;43;101;76.12;73;438
20100609;12;124;43;30.2;47;423
20100609;187;33;25;36.71;93;930
20100609;0;96;108;89.66;91;546
20100609;126;240;27;19.97;45;225
20100610;59;44;116;43.88;51;510
20100610;237;45;21;39.65;56;448
20100610;41;127;103;9.66;32;288
20100610;77;177;68;94.81;78;1014
20100610;162;248;71;58.35;14;168
20100611;57;2;120;92.13;15;105
20100611;126;81;33;22.73;1;9
20100611;14;243;32;95.97;38;266
20100613;154;24;17;32.23;26;390
20100613;14;167;35;92.37;23;115
20100613;116;154;62;23.43;80;1040
20100614;124;248;69;43.73;87;609
20100614;114;140;42;90.01;73;1095
20100614;82;96;55;77.62;92;644
20100615;190;5;113;63.53;86;860
20100615;97;62;86;76.49;4;20
20100616;124;164;114;15.71;8;104
20100616;129;229;103;10.61;70;560
20100616;115;47;60;92.82;85;850
20100617;228;207;107;61.16;99;495
20100617;108;40;55;81.45;44;484
20100617;41;35;29;93.01;69;828
20100617;174;146;24;73.3;15;150
20100617;141;105;96;27.84;73;511
20100618;11;224;117;44.11;12;72
20100620;81;142;64;96.73;80;640
20100620;71;237;8;77.17;26;130
20100621;165;146;119;55.35;84;1176
20100621;22;83;52;88.99;2;20
20100621;219;132;78;57.65;81;405
20100621;173;249;34;8.11;70;490
20100621;185;82;27;67.11;89;1157
20100621;42;196;107;9.71;18;144
20100621;48;177;4;65.16;3;18
20100622;230;29;33;38.93;45;405
20100622;32;111;34;85.92;10;120
20100622;88;85;31;87.03;70;350
20100622;3;214;33;57.09;97;873
20100623;62;86;41;24.23;48;672
20100623;41;186;27;35.48;86;1032
20100623;96;231;15;55.61;5;55
20100623;29;224;8;41.58;1;9
20100623;56;33;109;25.95;5;45
20100623;20;142;102;19.23;98;1372
20100623;182;235;13;96.49;83;996
20100624;159;176;81;15.78;10;100
20100624;203;164;21;85.61;97;1358
20100625;32;71;46;46.96;28;364
20100625;49;186;19;48.52;32;480
20100625;177;244;82;89.02;44;308
20100626;124;88;72;72.41;57;570
20100626;70;168;104;49.68;27;405
20100627;176;155;70;97.99;17;238
20100627;155;192;5;50.06;36;252
20100627;102;51;73;84.39;9;99
20100627;132;207;23;24.71;30;270
20100628;90;201;45;9.32;72;1080
20100628;48;42;87;55.93;21;168
20100629;5;136;115;69.5;18;162
20100629;173;151;22;91.92;67;871
20100629;200;58;76;5.52;7;63
20100629;86;48;102;93.22;91;728
20100630;59;167;70;35.81;92;460
20100630;16;117;72;88.13;43;516
20100630;18;242;49;83.56;8;64
20100630;3;115;25;15.0;35;315
20100630;180;189;107;24.08;49;490
20100630;132;151;13;91.73;16;224
20100701;107;179;10;60.95;30;330
20100702;245;163;87;11.12;90;630
20100702;34;221;25;79.4;54;648
20100702;27;33;96;4.94;42;252
20100702;161;94;72;83.0;25;250
20100703;103;12;17;38.89;17;153
20100703;43;158;74;41.27;14;168
20100703;200;176;119;6.72;27;351
20100704;31;249;75;57.29;95;760
20100704;180;168;37;22.24;76;988
20100704;167;56;11;28.17;81;729
20100704;216;69;0;8.64;20;180
20100705;67;158;3;38.95;86;516
20100705;42;58;29;13.01;74;666
20100705;10;238;105;4.94;59;826
20100706;68;139;112;90.09;66;924
20100706;170;154;80;52.91;93;837
20100706;136;235;111;44.37;99;1188
20100706;19;5;106;45.44;39;429
20100707;182;58;48;87.84;84;504
20100707;202;31;48;14.73;89;1335
20100707;97;132;93;45.23;18;252
20100708;249;211;85;18.07;54;702
20100708;102;154;52;23.13;35;315
20100709;138;58;15;87.74;70;840
20100709;22;64;18;83.95;94;1034
20100709;33;67;102;65.89;68;408
20100709;50;238;42;1.53;93;837
20100710;63;126;32;29.1;35;490
20100710;149;64;71;7.66;79;1185
20100710;94;52;119;34.8;51;255
20100710;244;110;16;21.15;82;1066
20100711;140;106;35;4.17;80;1120
20100711;134;7;24;8.31;36;288
20100711;195;190;87;11.09;54;648
20100711;0;221;87;35.93;76;456
20100712;171;80;39;36.86;60;480
20100712;106;85;20;58.68;74;592
20100712;160;144;80;52.45;78;1092
20100712;239;226;81;38.2;47;564
20100712;203;239;113;55.54;24;240
20100713;95;57;73;19.07;89;1335
20100714;123;44;104;90.55;47;235
20100714;41;178;77;41.25;74;1036
20100715;127;171;0;26.99;1;14
20100715;91;90;81;41.27;79;948
20100716;217;217;81;26.92;59;826
20100716;249;221;46;61.58;7;77
20100716;78;219;56;63.19;1;5
20100717;152;103;111;93.82;42;210
20100718;93;175;68;35.29;87;1218
20100719;53;0;26;81.14;42;546
20100719;189;84;89;81.13;96;864
20100719;0;0;26;95.51;89;1246
20100720;223;22;19;94.11;59;413
20100720;216;177;12;29.04;58;406
20100721;115;154;7;63.86;70;490
20100721;241;248;40;30.5;23;161
20100722;177;160;35;86.39;7;63
20100722;163;167;31;67.29;47;564
20100722;125;139;70;31.23;65;975
20100722;19;132;92;51.0;90;1080
20100723;106;189;96;55.99;91;546
20100723;60;247;59;11.28;70;490
20100723;246;11;72;32.32;15;180
20100723;168;4;58;78.68;38;190
20100723;148;231;83;79.49;37;407
20100724;139;131;70;58.3;54;594
20100724;187;206;66;5.84;91;1092
20100724;232;218;81;52.72;95;855
20100725;132;126;36;55.33;81;891
20100725;80;45;1;2.96;14;126
20100725;234;175;91;2.6;96;1056
20100725;111;126;86;14.18;54;702
20100726;5;219;64;41.56;38;456
20100726;11;124;120;79.34;54;486
20100726;18;140;21;88.68;63;693
20100726;142;86;112;60.1;86;1118
20100726;9;190;78;44.38;53;424
20100728;157;166;115;90.61;60;660
20100728;67;83;90;57.86;76;608
20100728;94;76;11;50.13;51;255
20100729;36;162;13;28.95;96;576
20100729;90;137;31;94.81;95;475
20100729;194;226;74;44.0;89;1335
20100730;124;53;106;73.65;29;261
20100731;177;53;44;73.04;97;1067
20100731;130;36;111;27.33;6;54
20100731;2;181;82;8.36;55;550
20100731;70;11;6;98.3;47;564
20100801;146;144;10;75.09;99;891
20100801;142;128;14;78.16;6;60
20100802;102;68;45;0.65;50;500
20100802;86;82;120;90.38;43;602
20100802;154;243;25;85.21;17;255
20100802;19;92;54;37.27;79;948
20100802;141;232;29;16.78;86;774
20100804;143;107;11;9.75;48;432
20100804;38;212;48;84.78;63;882
20100805;64;33;5;12.34;6;60
20100805;107;198;57;80.11;99;594
20100806;240;196;20;58.57;44;572
20100806;249;113;66;57.58;47;470
20100806;177;216;54;75.83;23;230
20100807;89;41;42;65.32;92;736
20100807;128;166;62;50.66;38;342
20100807;204;151;44;81.89;63;378
20100808;96;124;16;66.89;84;1092
20100808;212;116;60;44.5;67;670
20100808;177;98;100;43.89;66;330
20100809;167;154;107;7.82;25;375
20100809;93;229;15;61.41;60;780
20100810;118;160;58;96.11;87;783
20100811;12;195;38;3.17;76;456
20100811;174;113;80;98.26;9;99
20100811;67;185;84;14.45;71;1065
20100812;203;220;72;73.79;90;1350
20100812;246;237;11;12.17;70;490
20100812;3;201;39;86.67;2;30
20100812;126;130;28;27.73;92;1380
20100812;139;232;9;65.72;8;56
20100813;189;228;41;88.32;44;220
20100813;21;159;89;12.18;86;1204
20100813;242;220;36;99.44;51;408
20100814;55;206;99;6.28;15;165
20100814;214;229;78;70.07;45;315
20100814;187;43;53;30.14;8;120
20100814;197;218;107;1.69;44;616
20100814;97;217;1;18.58;23;276
20100815;11;163;107;74.26;86;946
20100815;145;70;12;11.08;42;378
20100815;204;94;61;79.34;43;301
20100816;126;120;88;82.53;14;140
20100816;53;100;84;61.82;41;246
20100816;75;189;25;29.49;13;143
20100817;93;106;43;7.15;63;315
20100817;54;13;11;37.88;25;300
20100817;42;90;114;24.65;42;420
20100818;136;45;60;77.9;99;1287
20100818;0;238;97;20.03;82;492
20100818;126;195;57;68.12;70;840
20100818;52;162;108;19.65;4;52
20100818;192;97;116;51.3;97;1261
20100819;1;59;38;62.42;65;780
20100819;145;235;78;90.0;7;49
20100819;225;7;27;66.0;96;1344
20100820;28;133;70;82.68;39;546
20100820;198;168;96;31.63;6;60
20100820;107;135;34;35.67;98;1470
20100820;165;249;92;49.98;45;630
20100820;43;227;88;38.8;39;507
20100821;72;57;87;30.0;3;33
20100822;70;129;108;51.27;17;136
20100823;31;178;17;17.52;93;1023
20100823;133;205;10;15.25;72;432
20100823;131;241;38;15.98;60;480
20100823;147;218;8;81.31;70;770
20100823;161;13;94;49.45;8;40
20100823;208;240;28;55.07;77;847
20100823;0;7;97;78.88;41;451
20100823;18;37;26;33.54;43;602
20100824;59;248;18;50.88;73;438
20100824;93;204;103;37.42;66;528
20100825;237;60;110;39.03;32;352
20100825;6;0;68;44.35;15;90
20100825;59;11;104;34.28;97;1067
20100825;95;161;108;37.4;38;190
20100826;168;87;57;24.71;34;510
20100826;54;28;34;48.12;48;384
20100826;56;244;21;52.27;83;830
20100827;114;159;39;95.59;7;56
20100827;185;78;42;4.29;87;1044
20100827;2;248;102;85.26;58;638
20100827;54;73;45;72.84;28;308
20100827;180;93;105;29.51;55;440
20100828;164;176;17;79.72;98;784
20100828;31;156;21;43.58;31;279
20100828;91;110;25;8.57;95;1425
20100828;162;246;42;39.93;40;280
20100829;0;103;87;72.72;8;40
20100829;147;68;60;16.27;83;1079
20100830;192;119;75;93.36;19;266
20100830;112;198;97;91.24;84;924
20100831;91;92;108;97.02;61;732
20100831;212;3;27;55.68;48;336
20100901;127;216;36;32.52;34;442
20100901;78;45;66;98.13;65;390
20100902;90;203;100;78.38;68;408
20100903;92;44;63;1.36;85;595
20100903;241;230;81;95.17;47;329
20100903;72;113;68;12.95;3;27
20100903;121;156;81;68.36;21;147
20100904;55;13;28;97.52;5;55
20100905;19;186;76;18.16;50;400
20100905;221;21;116;79.59;78;390
20100906;155;182;52;89.34;59;708
20100906;2;91;41;60.07;2;22
20100906;37;104;3;99.11;45;585
20100907;211;125;117;69.59;30;240
20100908;243;218;82;12.9;91;1365
20100908;33;68;31;48.11;43;559
20100909;111;202;80;7.91;15;165
20100909;230;84;61;94.14;81;810
20100910;128;68;94;43.71;26;338
20100910;9;19;17;42.95;37;518
20100911;107;32;32;58.29;35;175
20100911;146;213;65;26.32;29;203
20100912;241;0;110;87.44;80;640
20100912;103;101;52;72.49;14;70
20100912;83;145;7;79.43;35;210
20100912;142;100;73;87.76;38;494
20100913;44;223;92;50.73;66;462
20100913;166;46;60;4.06;50;600
20100913;8;45;37;20.49;62;806
20100913;59;31;4;63.37;88;616
20100914;86;112;110;74.47;89;623
20100914;104;206;74;59.52;59;826
20100914;127;118;59;44.71;16;240
20100915;7;40;7;89.5;23;184
20100915;96;49;10;98.23;76;912
20100915;25;75;29;91.29;54;702
20100916;175;45;105;65.25;44;572
20100916;57;28;13;32.8;91;546
20100916;37;104;85;88.48;69;414
20100916;67;61;67;28.67;31;217
20100916;131;0;59;61.83;1;8
20100917;113;208;93;68.0;82;1066
20100918;34;9;38;73.64;31;341
20100918;14;241;105;47.13;80;960
20100919;39;40;54;48.69;55;605
20100919;150;223;90;79.36;87;609
20100919;61;161;25;61.84;3;33
20100919;195;28;89;13.36;78;390
20100920;98;41;55;86.36;22;286
20100921;17;2;90;19.39;87;609
20100921;128;80;111;98.24;69;552
20100922;235;249;19;41.37;3;15
20100922;166;159;119;63.94;98;1176
20100923;60;133;110;14.8;8;56
20100923;55;241;34;44.98;98;882
20100923;198;157;48;78.11;87;696
20100924;12;140;85;73.0;27;297
20100924;205;158;40;51.9;24;120
20100924;27;243;72;18.39;78;1092
20100924;116;34;105;48.11;71;426
20100925;227;109;75;29.13;61;610
20100925;203;185;77;36.04;61;915
20100926;141;109;60;22.0;20;100
20100926;141;228;101;4.57;91;1001
20100926;52;224;76;79.4;39;351
20100927;49;197;105;91.4;75;450
20100927;159;230;47;64.76;41;287
20100927;27;38;96;97.61;11;99
20100927;58;96;112;24.65;30;330
20100927;84;54;54;66.19;3;15
20100928;10;123;111;4.84;14;210
20100928;42;84;64;35.81;31;372
20100929;246;102;77;31.89;51;663
20100929;94;74;55;57.79;37;259
20100929;223;140;35;13.82;43;473
20100929;97;91;23;68.81;47;564
